<SemiconductorModuleTests>
	<SequenceName>	<StepName>	<StepId>	<TestName>	<TestNumber>	<Pin>	<LowLimitExpression>	<HighLimitExpression>	<ComparisonType>	<ScalingFactor>	<Units>	<EvaluationType>	<FailBin>	<PublishedDataId>	<TestDataSource>	<DynamicPAT_Enabled>	<DynamicPAT_TestNumber>	<DynamicPAT_TestName>	<DynamicPAT_FailBin>	<DynamicPAT_LowLimit>	<DynamicPAT_HighLimit>	
	ADuM225_qc_flow	func_5Mbps_1p7_1p7	ID#:DB1tOrPt7xGyL6hZXyCkjD	func_5Mbps_1p7_1p7	84		1	1	GELE			Numeric Limit	17	0		False						
	ADuM225_qc_flow	func_5Mbps_1p7_1p7	ID#:DB1tOrPt7xGyL6hZXyCkjD	func_5Mbps_1p7_1p7	85		1	1	GELE			Numeric Limit	17	1		False						
	ADuM225_qc_flow	func_5Mbps_1p7_1p7	ID#:DB1tOrPt7xGyL6hZXyCkjD	func_5Mbps_1p7_1p7	86		1	1	GELE			Numeric Limit	17	2		False						
	ADuM225_qc_flow	func_5Mbps_1p7_1p7	ID#:DB1tOrPt7xGyL6hZXyCkjD	func_5Mbps_1p7_1p7	87		1	1	GELE			Numeric Limit	17	3		False						
	ADuM225_qc_flow	func_5Mbps_1p7_1p7	ID#:DB1tOrPt7xGyL6hZXyCkjD	func_5Mbps_1p7_1p7	88		1	1	GELE			Numeric Limit	17	4		False						
	ADuM225_qc_flow	func_5Mbps_1p7_1p7	ID#:DB1tOrPt7xGyL6hZXyCkjD	func_5Mbps_1p7_1p7	89		1	1	GELE			Numeric Limit	17	5		False						
	ADuM225_qc_flow	func_5Mbps_1p7_1p7	ID#:DB1tOrPt7xGyL6hZXyCkjD	func_5Mbps_1p7_1p7	90		1	1	GELE			Numeric Limit	17	6		False						
	ADuM225_qc_flow	func_5Mbps_1p7_1p7	ID#:DB1tOrPt7xGyL6hZXyCkjD	func_5Mbps_1p7_1p7	91		1	1	GELE			Numeric Limit	17	7		False						
	ADuM225_qc_flow	func_5Mbps_1p7_1p7	ID#:DB1tOrPt7xGyL6hZXyCkjD	func_5Mbps_1p7_1p7	92		1	1	GELE			Numeric Limit	17	8		False						
	ADuM225_qc_flow	func_5Mbps_1p7_1p7	ID#:DB1tOrPt7xGyL6hZXyCkjD	func_5Mbps_1p7_1p7	93		1	1	GELE			Numeric Limit	17	9		False						
	ADuM225_qc_flow	func_50Mbps_1p7_1p7	ID#:DR1tOrPt7xGyL6hZXyCkjD	tt_func_50Mbps_1p7_1p7	30000027				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_qc_flow	func_50Mbps_1p7_1p7	ID#:DR1tOrPt7xGyL6hZXyCkjD	func_50Mbps_1p7_1p7	94		1	1	GELE			Numeric Limit	17	0		False						
	ADuM225_qc_flow	func_50Mbps_1p7_1p7	ID#:DR1tOrPt7xGyL6hZXyCkjD	func_50Mbps_1p7_1p7	95		1	1	GELE			Numeric Limit	17	1		False						
	ADuM225_qc_flow	func_50Mbps_1p7_1p7	ID#:DR1tOrPt7xGyL6hZXyCkjD	func_50Mbps_1p7_1p7	96		1	1	GELE			Numeric Limit	17	2		False						
	ADuM225_qc_flow	func_50Mbps_1p7_1p7	ID#:DR1tOrPt7xGyL6hZXyCkjD	func_50Mbps_1p7_1p7	97		1	1	GELE			Numeric Limit	17	3		False						
	ADuM225_qc_flow	func_50Mbps_1p7_1p7	ID#:DR1tOrPt7xGyL6hZXyCkjD	func_50Mbps_1p7_1p7	98		1	1	GELE			Numeric Limit	17	4		False						
	ADuM225_qc_flow	func_50Mbps_1p7_1p7	ID#:DR1tOrPt7xGyL6hZXyCkjD	func_50Mbps_1p7_1p7	99		1	1	GELE			Numeric Limit	17	5		False						
	ADuM225_qc_flow	func_50Mbps_1p7_1p7	ID#:DR1tOrPt7xGyL6hZXyCkjD	func_50Mbps_1p7_1p7	100		1	1	GELE			Numeric Limit	17	6		False						
	ADuM225_qc_flow	func_50Mbps_1p7_1p7	ID#:DR1tOrPt7xGyL6hZXyCkjD	func_50Mbps_1p7_1p7	101		1	1	GELE			Numeric Limit	17	7		False						
	ADuM225_qc_flow	func_50Mbps_1p7_1p7	ID#:DR1tOrPt7xGyL6hZXyCkjD	func_50Mbps_1p7_1p7	102		1	1	GELE			Numeric Limit	17	8		False						
	ADuM225_qc_flow	func_50Mbps_1p7_1p7	ID#:DR1tOrPt7xGyL6hZXyCkjD	func_50Mbps_1p7_1p7	103		1	1	GELE			Numeric Limit	17	9		False						
	ADuM225_qc_flow	func_75MHz_1p7_1p7	ID#:Dh1tOrPt7xGyL6hZXyCkjD	tt_func_75MHz_1p7_1p7	30000028				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_qc_flow	func_75MHz_1p7_1p7	ID#:Dh1tOrPt7xGyL6hZXyCkjD	func_75MHz_1p7_1p7	104		1	1	GELE			Numeric Limit	17	0		False						
	ADuM225_qc_flow	func_75MHz_1p7_1p7	ID#:Dh1tOrPt7xGyL6hZXyCkjD	func_75MHz_1p7_1p7	105		1	1	GELE			Numeric Limit	17	1		False						
	ADuM225_qc_flow	func_75MHz_1p7_1p7	ID#:Dh1tOrPt7xGyL6hZXyCkjD	func_75MHz_1p7_1p7	106		1	1	GELE			Numeric Limit	17	2		False						
	ADuM225_qc_flow	func_slow_speed_1p7_1p7	ID#:Dx1tOrPt7xGyL6hZXyCkjD	tt_func_slow_speed_1p7_1p7	30000029				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_qc_flow	func_slow_speed_1p7_1p7	ID#:Dx1tOrPt7xGyL6hZXyCkjD	func_slow_speed_1p7_1p7	107		1	1	GELE			Numeric Limit	17	0		False						
	ADuM225_qc_flow	input_output_levels_1p7_1p7	ID#:EB1tOrPt7xGyL6hZXyCkjD	tt_input_output_levels_1p7_1p7	30000030				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_qc_flow	input_output_levels_1p7_1p7	ID#:EB1tOrPt7xGyL6hZXyCkjD	VOL_20uA	108		-0.05	0.1	GELE			Numeric Limit	11	VOL_20uA		False						
	ADuM225_qc_flow	input_output_levels_1p7_1p7	ID#:EB1tOrPt7xGyL6hZXyCkjD	VOL_2mA	109		-0.05	0.4	GELE			Numeric Limit	11	VOL_2mA		False						
	ADuM225_qc_flow	input_output_levels_1p7_1p7	ID#:EB1tOrPt7xGyL6hZXyCkjD	VOL_4mA	110		-0.05	0.4	GELE			Numeric Limit	11	VOL_4mA		False						
	ADuM225_qc_flow	input_output_levels_1p7_1p7	ID#:EB1tOrPt7xGyL6hZXyCkjD	VOH_20uA	111		1.6	1.8	GELE			Numeric Limit	11	VOH_20uA		False						
	ADuM225_qc_flow	input_output_levels_1p7_1p7	ID#:EB1tOrPt7xGyL6hZXyCkjD	VOH_2mA	112		1.3	1.8	GELE			Numeric Limit	11	VOH_2mA		False						
	ADuM225_qc_flow	input_output_levels_1p7_1p7	ID#:EB1tOrPt7xGyL6hZXyCkjD	VOH_4mA	113		1.3	1.8	GELE			Numeric Limit	11	VOH_4mA		False						
	ADuM225_qc_flow	Tr_prop_delay_1M_2p25_2p25	ID#:ER1tOrPt7xGyL6hZXyCkjD	tt_Tr_prop_delay_1M_2p25_2p25	30000031				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_qc_flow	Tr_prop_delay_1M_2p25_2p25	ID#:ER1tOrPt7xGyL6hZXyCkjD	tPLH_VOA_2p25_2p25	124		0.000000005	0.000000012	GELE			Numeric Limit	15	tPLH_VOA_2p25_2p25		False						
	ADuM225_qc_flow	Tr_prop_delay_1M_2p25_2p25	ID#:ER1tOrPt7xGyL6hZXyCkjD	tPLH_VOB_2p25_2p25	125		0.000000005	0.000000012	GELE			Numeric Limit	15	tPLH_VOB_2p25_2p25		False						
	ADuM225_qc_flow	Tf_prop_delay_1M_2p25_2p25	ID#:Eh1tOrPt7xGyL6hZXyCkjD	tt_Tf_prop_delay_1M_2p25_2p25	30000032				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_qc_flow	Tf_prop_delay_1M_2p25_2p25	ID#:Eh1tOrPt7xGyL6hZXyCkjD	tPHL_VOA_2p25_2p25	126		0.000000005	0.000000012	GELE			Numeric Limit	15	tPHL_VOA_2p25_2p25		False						
	ADuM225_qc_flow	Tf_prop_delay_1M_2p25_2p25	ID#:Eh1tOrPt7xGyL6hZXyCkjD	tPHL_VOB_2p25_2p25	127		0.000000005	0.000000012	GELE			Numeric Limit	15	tPHL_VOB_2p25_2p25		False						
	ADuM225_qc_flow	pulse_width_distortion_1M_2p25_2p25	ID#:Ex1tOrPt7xGyL6hZXyCkjD	tt_pulse_width_distortion_1M_2p25_2p25	30000033				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_qc_flow	pulse_width_distortion_1M_2p25_2p25	ID#:Ex1tOrPt7xGyL6hZXyCkjD	tPWD_VOA_2p25_2p25	128		-0.000000003	0.000000003	GELE			Numeric Limit	15	tPWD_VOA_2p25_2p25		False						
	ADuM225_qc_flow	pulse_width_distortion_1M_2p25_2p25	ID#:Ex1tOrPt7xGyL6hZXyCkjD	tPWD_VOB_2p25_2p25	129		-0.000000003	0.000000003	GELE			Numeric Limit	15	tPWD_VOB_2p25_2p25		False						
	ADuM225_qc_flow	ch_ch_match_1M_2p25_2p25	ID#:FB1tOrPt7xGyL6hZXyCkjD	tt_ch_ch_match_1M_2p25_2p25	30000034				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_qc_flow	ch_ch_match_1M_2p25_2p25	ID#:FB1tOrPt7xGyL6hZXyCkjD	tPSKCD_Fall_2p25_2p25	130		-0.000000003	0.000000003	GELE			Numeric Limit	15	tPSKCD_Fall_2p25_2p25		False						
	ADuM225_qc_flow	ch_ch_match_1M_2p25_2p25	ID#:FB1tOrPt7xGyL6hZXyCkjD	tPSKCD_RiseFall_2p25_2p25	131		-0.000000003	0.000000003	GELE			Numeric Limit	15	tPSKCD_RiseFall_2p25_2p25		False						
	ADuM225_qc_flow	ch_ch_match_1M_2p25_2p25	ID#:FB1tOrPt7xGyL6hZXyCkjD	tPSKCD_Rise_2p25_2p25	132		-0.000000003	0.000000003	GELE			Numeric Limit	15	tPSKCD_Rise_2p25_2p25		False						
	ADuM225_qc_flow	func_1Mbps_2p25_2p25	ID#:FR1tOrPt7xGyL6hZXyCkjD	tt_func_1Mbps_2p25_2p25	30000035				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_qc_flow	func_1Mbps_2p25_2p25	ID#:FR1tOrPt7xGyL6hZXyCkjD	func_1Mbps_2p25_2p25	133		1	1	GELE			Numeric Limit	17	0		False						
	ADuM225_qc_flow	func_1Mbps_2p25_2p25	ID#:FR1tOrPt7xGyL6hZXyCkjD	func_1Mbps_2p25_2p25	134		1	1	GELE			Numeric Limit	17	1		False						
	ADuM225_qc_flow	func_1Mbps_2p25_2p25	ID#:FR1tOrPt7xGyL6hZXyCkjD	func_1Mbps_2p25_2p25	135		1	1	GELE			Numeric Limit	17	2		False						
	ADuM225_qc_flow	func_1Mbps_2p25_2p25	ID#:FR1tOrPt7xGyL6hZXyCkjD	func_1Mbps_2p25_2p25	136		1	1	GELE			Numeric Limit	17	3		False						
	ADuM225_qc_flow	func_1Mbps_2p25_2p25	ID#:FR1tOrPt7xGyL6hZXyCkjD	func_1Mbps_2p25_2p25	137		1	1	GELE			Numeric Limit	17	4		False						
	ADuM225_qc_flow	func_1Mbps_2p25_2p25	ID#:FR1tOrPt7xGyL6hZXyCkjD	func_1Mbps_2p25_2p25	138		1	1	GELE			Numeric Limit	17	5		False						
	ADuM225_qc_flow	func_1Mbps_2p25_2p25	ID#:FR1tOrPt7xGyL6hZXyCkjD	func_1Mbps_2p25_2p25	139		1	1	GELE			Numeric Limit	17	6		False						
	ADuM225_qc_flow	func_1Mbps_2p25_2p25	ID#:FR1tOrPt7xGyL6hZXyCkjD	func_1Mbps_2p25_2p25	140		1	1	GELE			Numeric Limit	17	7		False						
	ADuM225_qc_flow	func_1Mbps_2p25_2p25	ID#:FR1tOrPt7xGyL6hZXyCkjD	func_1Mbps_2p25_2p25	141		1	1	GELE			Numeric Limit	17	8		False						
	ADuM225_qc_flow	func_1Mbps_2p25_2p25	ID#:FR1tOrPt7xGyL6hZXyCkjD	func_1Mbps_2p25_2p25	142		1	1	GELE			Numeric Limit	17	9		False						
	ADuM225_qc_flow	func_5Mbps_2p25_2p25	ID#:Fh1tOrPt7xGyL6hZXyCkjD	tt_func_5Mbps_2p25_2p25	30000036				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_qc_flow	func_5Mbps_2p25_2p25	ID#:Fh1tOrPt7xGyL6hZXyCkjD	func_5Mbps_2p25_2p25	143		1	1	GELE			Numeric Limit	17	0		False						
	ADuM225_qc_flow	func_5Mbps_2p25_2p25	ID#:Fh1tOrPt7xGyL6hZXyCkjD	func_5Mbps_2p25_2p25	144		1	1	GELE			Numeric Limit	17	1		False						
	ADuM225_qc_flow	func_5Mbps_2p25_2p25	ID#:Fh1tOrPt7xGyL6hZXyCkjD	func_5Mbps_2p25_2p25	145		1	1	GELE			Numeric Limit	17	2		False						
	ADuM225_qc_flow	func_5Mbps_2p25_2p25	ID#:Fh1tOrPt7xGyL6hZXyCkjD	func_5Mbps_2p25_2p25	146		1	1	GELE			Numeric Limit	17	3		False						
	ADuM225_qc_flow	func_5Mbps_2p25_2p25	ID#:Fh1tOrPt7xGyL6hZXyCkjD	func_5Mbps_2p25_2p25	147		1	1	GELE			Numeric Limit	17	4		False						
	ADuM225_qc_flow	func_5Mbps_2p25_2p25	ID#:Fh1tOrPt7xGyL6hZXyCkjD	func_5Mbps_2p25_2p25	148		1	1	GELE			Numeric Limit	17	5		False						
	ADuM225_qc_flow	func_5Mbps_2p25_2p25	ID#:Fh1tOrPt7xGyL6hZXyCkjD	func_5Mbps_2p25_2p25	149		1	1	GELE			Numeric Limit	17	6		False						
	ADuM225_qc_flow	func_5Mbps_2p25_2p25	ID#:Fh1tOrPt7xGyL6hZXyCkjD	func_5Mbps_2p25_2p25	150		1	1	GELE			Numeric Limit	17	7		False						
	ADuM225_qc_flow	func_5Mbps_2p25_2p25	ID#:Fh1tOrPt7xGyL6hZXyCkjD	func_5Mbps_2p25_2p25	151		1	1	GELE			Numeric Limit	17	8		False						
	ADuM225_qc_flow	func_5Mbps_2p25_2p25	ID#:Fh1tOrPt7xGyL6hZXyCkjD	func_5Mbps_2p25_2p25	152		1	1	GELE			Numeric Limit	17	9		False						
	ADuM225_qc_flow	func_50Mbps_2p25_2p25	ID#:Fx1tOrPt7xGyL6hZXyCkjD	tt_func_50Mbps_2p25_2p25	30000037				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_qc_flow	func_50Mbps_2p25_2p25	ID#:Fx1tOrPt7xGyL6hZXyCkjD	func_50Mbps_2p25_2p25	153		1	1	GELE			Numeric Limit	17	0		False						
	ADuM225_qc_flow	func_50Mbps_2p25_2p25	ID#:Fx1tOrPt7xGyL6hZXyCkjD	func_50Mbps_2p25_2p25	154		1	1	GELE			Numeric Limit	17	1		False						
	ADuM225_qc_flow	func_50Mbps_2p25_2p25	ID#:Fx1tOrPt7xGyL6hZXyCkjD	func_50Mbps_2p25_2p25	155		1	1	GELE			Numeric Limit	17	2		False						
	ADuM225_qc_flow	func_50Mbps_2p25_2p25	ID#:Fx1tOrPt7xGyL6hZXyCkjD	func_50Mbps_2p25_2p25	156		1	1	GELE			Numeric Limit	17	3		False						
	ADuM225_qc_flow	func_50Mbps_2p25_2p25	ID#:Fx1tOrPt7xGyL6hZXyCkjD	func_50Mbps_2p25_2p25	157		1	1	GELE			Numeric Limit	17	4		False						
	ADuM225_qc_flow	func_50Mbps_2p25_2p25	ID#:Fx1tOrPt7xGyL6hZXyCkjD	func_50Mbps_2p25_2p25	158		1	1	GELE			Numeric Limit	17	5		False						
	ADuM225_qc_flow	func_50Mbps_2p25_2p25	ID#:Fx1tOrPt7xGyL6hZXyCkjD	func_50Mbps_2p25_2p25	159		1	1	GELE			Numeric Limit	17	6		False						
	ADuM225_qc_flow	func_50Mbps_2p25_2p25	ID#:Fx1tOrPt7xGyL6hZXyCkjD	func_50Mbps_2p25_2p25	160		1	1	GELE			Numeric Limit	17	7		False						
	ADuM225_qc_flow	func_50Mbps_2p25_2p25	ID#:Fx1tOrPt7xGyL6hZXyCkjD	func_50Mbps_2p25_2p25	161		1	1	GELE			Numeric Limit	17	8		False						
	ADuM225_qc_flow	func_50Mbps_2p25_2p25	ID#:Fx1tOrPt7xGyL6hZXyCkjD	func_50Mbps_2p25_2p25	162		1	1	GELE			Numeric Limit	17	9		False						
	ADuM225_qc_flow	func_75MHz_2p25_2p25	ID#:GB1tOrPt7xGyL6hZXyCkjD	tt_func_75MHz_2p25_2p25	30000038				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_qc_flow	func_75MHz_2p25_2p25	ID#:GB1tOrPt7xGyL6hZXyCkjD	func_75MHz_2p25_2p25	163		1	1	GELE			Numeric Limit	17	0		False						
	ADuM225_qc_flow	func_75MHz_2p25_2p25	ID#:GB1tOrPt7xGyL6hZXyCkjD	func_75MHz_2p25_2p25	164		1	1	GELE			Numeric Limit	17	1		False						
	ADuM225_qc_flow	func_75MHz_2p25_2p25	ID#:GB1tOrPt7xGyL6hZXyCkjD	func_75MHz_2p25_2p25	165		1	1	GELE			Numeric Limit	17	2		False						
	ADuM225_qc_flow	func_slow_speed_2p25_2p25	ID#:GR1tOrPt7xGyL6hZXyCkjD	tt_func_slow_speed_2p25_2p25	30000039				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_qc_flow	func_slow_speed_2p25_2p25	ID#:GR1tOrPt7xGyL6hZXyCkjD	func_slow_speed_2p25_2p25	166		1	1	GELE			Numeric Limit	17	0		False						
	ADuM225_qc_flow	input_output_levels_2p25_2p25	ID#:Gh1tOrPt7xGyL6hZXyCkjD	tt_input_output_levels_2p25_2p25	30000040				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_qc_flow	input_output_levels_2p25_2p25	ID#:Gh1tOrPt7xGyL6hZXyCkjD	VOL_20uA	167		-0.05	0.1	GELE			Numeric Limit	11	VOL_20uA		False						
	ADuM225_qc_flow	input_output_levels_2p25_2p25	ID#:Gh1tOrPt7xGyL6hZXyCkjD	VOL_2mA	168		-0.05	0.4	GELE			Numeric Limit	11	VOL_2mA		False						
	ADuM225_qc_flow	input_output_levels_2p25_2p25	ID#:Gh1tOrPt7xGyL6hZXyCkjD	VOL_4mA	169		-0.05	0.4	GELE			Numeric Limit	11	VOL_4mA		False						
	ADuM225_qc_flow	input_output_levels_2p25_2p25	ID#:Gh1tOrPt7xGyL6hZXyCkjD	VOH_20uA	170		2.15	2.35	GELE			Numeric Limit	11	VOH_20uA		False						
	ADuM225_qc_flow	input_output_levels_2p25_2p25	ID#:Gh1tOrPt7xGyL6hZXyCkjD	VOH_2mA	171		1.85	2.35	GELE			Numeric Limit	11	VOH_2mA		False						
	ADuM225_qc_flow	input_output_levels_2p25_2p25	ID#:Gh1tOrPt7xGyL6hZXyCkjD	VOH_4mA	172		1.85	2.35	GELE			Numeric Limit	11	VOH_4mA		False						
	ADuM225_qc_flow	Tr_prop_delay_1M_3p0_3p0	ID#:Gx1tOrPt7xGyL6hZXyCkjD	tt_Tr_prop_delay_1M_3p0_3p0	30000041				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_qc_flow	Tr_prop_delay_1M_3p0_3p0	ID#:Gx1tOrPt7xGyL6hZXyCkjD	tPLH_VOA_3p0_3p0	183		0.000000004	0.000000011	GELE			Numeric Limit	15	tPLH_VOA_3p0_3p0		False						
	ADuM225_qc_flow	Tr_prop_delay_1M_3p0_3p0	ID#:Gx1tOrPt7xGyL6hZXyCkjD	tPLH_VOB_3p0_3p0	184		0.000000004	0.000000011	GELE			Numeric Limit	15	tPLH_VOB_3p0_3p0		False						
	ADuM225_qc_flow	Tf_prop_delay_1M_3p0_3p0	ID#:HB1tOrPt7xGyL6hZXyCkjD	tt_Tf_prop_delay_1M_3p0_3p0	30000042				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_qc_flow	Tf_prop_delay_1M_3p0_3p0	ID#:HB1tOrPt7xGyL6hZXyCkjD	tPHL_VOA_3p0_3p0	185		0.000000004	0.000000011	GELE			Numeric Limit	15	tPHL_VOA_3p0_3p0		False						
	ADuM225_qc_flow	Tf_prop_delay_1M_3p0_3p0	ID#:HB1tOrPt7xGyL6hZXyCkjD	tPHL_VOB_3p0_3p0	186		0.000000004	0.000000011	GELE			Numeric Limit	15	tPHL_VOB_3p0_3p0		False						
	ADuM225_qc_flow	pulse_width_distortion_1M_3p0_3p0	ID#:HR1tOrPt7xGyL6hZXyCkjD	tt_pulse_width_distortion_1M_3p0_3p0	30000043				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_qc_flow	pulse_width_distortion_1M_3p0_3p0	ID#:HR1tOrPt7xGyL6hZXyCkjD	tPWD_VOA_3p0_3p0	187		-0.000000003	0.000000003	GELE			Numeric Limit	15	tPWD_VOA_3p0_3p0		False						
	ADuM225_qc_flow	pulse_width_distortion_1M_3p0_3p0	ID#:HR1tOrPt7xGyL6hZXyCkjD	tPWD_VOB_3p0_3p0	188		-0.000000003	0.000000003	GELE			Numeric Limit	15	tPWD_VOB_3p0_3p0		False						
	ADuM225_qc_flow	ch_ch_match_1M_3p0_3p0	ID#:Hh1tOrPt7xGyL6hZXyCkjD	tt_ch_ch_match_1M_3p0_3p0	30000044				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_qc_flow	ch_ch_match_1M_3p0_3p0	ID#:Hh1tOrPt7xGyL6hZXyCkjD	tPSKCD_Fall_3p0_3p0	189		-0.000000003	0.000000003	GELE			Numeric Limit	15	tPSKCD_Fall_3p0_3p0		False						
	ADuM225_qc_flow	ch_ch_match_1M_3p0_3p0	ID#:Hh1tOrPt7xGyL6hZXyCkjD	tPSKCD_RiseFall_3p0_3p0	190		-0.000000003	0.000000003	GELE			Numeric Limit	15	tPSKCD_RiseFall_3p0_3p0		False						
	ADuM225_qc_flow	ch_ch_match_1M_3p0_3p0	ID#:Hh1tOrPt7xGyL6hZXyCkjD	tPSKCD_Rise_3p0_3p0	191		-0.000000003	0.000000003	GELE			Numeric Limit	15	tPSKCD_Rise_3p0_3p0		False						
	ADuM225_qc_flow	func_1Mbps_3p0_3p0	ID#:Hx1tOrPt7xGyL6hZXyCkjD	tt_func_1Mbps_3p0_3p0	30000045				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_qc_flow	func_1Mbps_3p0_3p0	ID#:Hx1tOrPt7xGyL6hZXyCkjD	func_1Mbps_3p0_3p0	192		1	1	GELE			Numeric Limit	17	0		False						
	ADuM225_qc_flow	func_1Mbps_3p0_3p0	ID#:Hx1tOrPt7xGyL6hZXyCkjD	func_1Mbps_3p0_3p0	193		1	1	GELE			Numeric Limit	17	1		False						
	ADuM225_qc_flow	func_1Mbps_3p0_3p0	ID#:Hx1tOrPt7xGyL6hZXyCkjD	func_1Mbps_3p0_3p0	194		1	1	GELE			Numeric Limit	17	2		False						
	ADuM225_qc_flow	func_1Mbps_3p0_3p0	ID#:Hx1tOrPt7xGyL6hZXyCkjD	func_1Mbps_3p0_3p0	195		1	1	GELE			Numeric Limit	17	3		False						
	ADuM225_qc_flow	func_1Mbps_3p0_3p0	ID#:Hx1tOrPt7xGyL6hZXyCkjD	func_1Mbps_3p0_3p0	196		1	1	GELE			Numeric Limit	17	4		False						
	ADuM225_qc_flow	func_1Mbps_3p0_3p0	ID#:Hx1tOrPt7xGyL6hZXyCkjD	func_1Mbps_3p0_3p0	197		1	1	GELE			Numeric Limit	17	5		False						
	ADuM225_qc_flow	func_1Mbps_3p0_3p0	ID#:Hx1tOrPt7xGyL6hZXyCkjD	func_1Mbps_3p0_3p0	198		1	1	GELE			Numeric Limit	17	6		False						
	ADuM225_qc_flow	func_1Mbps_3p0_3p0	ID#:Hx1tOrPt7xGyL6hZXyCkjD	func_1Mbps_3p0_3p0	199		1	1	GELE			Numeric Limit	17	7		False						
	ADuM225_qc_flow	func_1Mbps_3p0_3p0	ID#:Hx1tOrPt7xGyL6hZXyCkjD	func_1Mbps_3p0_3p0	200		1	1	GELE			Numeric Limit	17	8		False						
	ADuM225_qc_flow	func_1Mbps_3p0_3p0	ID#:Hx1tOrPt7xGyL6hZXyCkjD	func_1Mbps_3p0_3p0	201		1	1	GELE			Numeric Limit	17	9		False						
	ADuM225_qc_flow	func_5Mbps_3p0_3p0	ID#:IB1tOrPt7xGyL6hZXyCkjD	tt_func_5Mbps_3p0_3p0	30000046				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_qc_flow	func_5Mbps_3p0_3p0	ID#:IB1tOrPt7xGyL6hZXyCkjD	func_5Mbps_3p0_3p0	202		1	1	GELE			Numeric Limit	17	0		False						
	ADuM225_qc_flow	func_5Mbps_3p0_3p0	ID#:IB1tOrPt7xGyL6hZXyCkjD	func_5Mbps_3p0_3p0	203		1	1	GELE			Numeric Limit	17	1		False						
	ADuM225_qc_flow	func_5Mbps_3p0_3p0	ID#:IB1tOrPt7xGyL6hZXyCkjD	func_5Mbps_3p0_3p0	204		1	1	GELE			Numeric Limit	17	2		False						
	ADuM225_qc_flow	func_5Mbps_3p0_3p0	ID#:IB1tOrPt7xGyL6hZXyCkjD	func_5Mbps_3p0_3p0	205		1	1	GELE			Numeric Limit	17	3		False						
	ADuM225_qc_flow	func_5Mbps_3p0_3p0	ID#:IB1tOrPt7xGyL6hZXyCkjD	func_5Mbps_3p0_3p0	206		1	1	GELE			Numeric Limit	17	4		False						
	ADuM225_qc_flow	func_5Mbps_3p0_3p0	ID#:IB1tOrPt7xGyL6hZXyCkjD	func_5Mbps_3p0_3p0	207		1	1	GELE			Numeric Limit	17	5		False						
	ADuM225_qc_flow	func_5Mbps_3p0_3p0	ID#:IB1tOrPt7xGyL6hZXyCkjD	func_5Mbps_3p0_3p0	208		1	1	GELE			Numeric Limit	17	6		False						
	ADuM225_qc_flow	func_5Mbps_3p0_3p0	ID#:IB1tOrPt7xGyL6hZXyCkjD	func_5Mbps_3p0_3p0	209		1	1	GELE			Numeric Limit	17	7		False						
	ADuM225_qc_flow	func_5Mbps_3p0_3p0	ID#:IB1tOrPt7xGyL6hZXyCkjD	func_5Mbps_3p0_3p0	210		1	1	GELE			Numeric Limit	17	8		False						
	ADuM225_qc_flow	func_5Mbps_3p0_3p0	ID#:IB1tOrPt7xGyL6hZXyCkjD	func_5Mbps_3p0_3p0	211		1	1	GELE			Numeric Limit	17	9		False						
	ADuM225_qc_flow	func_50Mbps_3p0_3p0	ID#:IR1tOrPt7xGyL6hZXyCkjD	tt_func_50Mbps_3p0_3p0	30000047				LOG			Numeric Limit			Seconds()-Locals.StepStartTime	False						
	ADuM225_qc_flow	func_50Mbps_3p0_3p0	ID#:IR1tOrPt7xGyL6hZXyCkjD	func_50Mbps_3p0_3p0	212		1	1	GELE			Numeric Limit	17	0		False						
	ADuM225_qc_flow	func_50Mbps_3p0_3p0	ID#:IR1tOrPt7xGyL6hZXyCkjD	func_50Mbps_3p0_3p0	213		1	1	GELE			Numeric Limit	17	1		False						
